"path","name","description"
"K.66.1","Tjenester tilknyttet finansieringsvirksomhet","### Shortname: Tjen. tilkn. finansieringsvirks.

### Notes:
Inkluderer: Omfatter innretninger av fysiske eller elektroniske markedsplasser som gir lett adgang til kjøp og salg av aksjer, aksjeopsjoner, obligasjoner eller varekontrakter"
"K.66.1.1","Administrasjon av finansmarkeder","### Shortname: Administrasjon av finansmarkeder

### Notes:
Inkluderer: Omfatter forvaltning av og tilsyn med kapitalmarkeder som ikke utøves av offentlige myndigheter, f.eks. varebørser og varebørser for handel med futurekontrakter, verdipapirbørser, fondsbørser og opsjonsbørser for aksjer eller varer"
"K.66.1.1.0","Administrasjon av finansmarkeder","### Shortname: Administrasjon av finansmarkeder

### Notes:
Inkluderer: Omfatter forvaltning av og tilsyn med kapitalmarkeder som ikke utøves av offentlige myndigheter, f.eks. varebørser og varebørser for handel med futurekontrakter, verdipapirbørser, fondsbørser og opsjonsbørser for aksjer eller varer"
"K.66.1.2","Verdipapirmegling","### Shortname: Verdipapirmegling

### Notes:
Inkluderer: Omfatter verdipapirforetak, dvs. handel på kapitalmarkeder for andres regning. Børsmegling o.l., fondsbørsmeglere, varebørsmeglere og valutahandlere mv.) Ekskluderer: Handel på markeder for egen regning grupperes under: 64.99 Annen finansieringsvirksomhet ikke nevnt annet sted. Porteføljeforvaltning mot vederlag grupperes under: 66.30 Fondsforvaltningsvirksomhet"
"K.66.1.2.0","Verdipapirmegling","### Shortname: Verdipapirmegling

### Notes:
Inkluderer: Omfatter verdipapirforetak, dvs. handel på kapitalmarkeder for andres regning. Børsmegling o.l., fondsbørsmeglere, varebørsmeglere og valutahandlere mv.) Ekskluderer: Handel på markeder for egen regning grupperes under: 64.99 Annen finansieringsvirksomhet ikke nevnt annet sted. Porteføljeforvaltning mot vederlag grupperes under: 66.30 Fondsforvaltningsvirksomhet"
"K.66.1.9","Andre tjenester tilknyttet finansieringsvirksomhet","### Shortname: Tjen. tilkn. finansieringsvirks. el.

### Notes:
Inkluderer: Omfatter hjelpevirksomhet i forbindelse med finansiell formidling ikke nevnt annet sted, som behandling og avregning av finansielle transaksjoner herunder kredittkorttransaksjoner, investeringsrådgivning, annen finansiellrådgivning og -megling"
"K.66.1.9.0","Andre tjenester tilknyttet finansieringsvirksomhet","### Shortname: Tjen. tilkn. finansieringsvirks. el.

### Notes:
Inkluderer: Omfatter hjelpevirksomhet i forbindelse med finansiell formidling ikke nevnt annet sted, som behandling og avregning av finansielle transaksjoner herunder kredittkorttransak- sjoner, investeringsrådgivning, annen finansiellrådgivning og -megling"
"K.66.2","Tjenester tilknyttet forsikringsvirksomhet og pensjonskasser","### Shortname: Tjen. til forsikr./pensjonskasser

### Notes:
Inkluderer: Omfatter agent- og meglervirksomhet ved salg av livrente- og forsikringspoliser eller levering av andre og forsikrings- og pensjonsrelaterte ytelser som f.eks. erstatningsoppgjør og administrasjon for tredjemann"
"K.66.2.1","Risiko- og skadevurdering","### Shortname: Risiko- og skadevurdering

### Notes:
Inkluderer: Omfatter forvaltning av forsikringer som f.eks. vurdering, oppgjør av forsikringserstatning. risiko- og skadevurdering, samt skade- og tapsoppgjør Ekskluderer: Vurdering av fast eiendom grupperes under: 68.31 Eiendomsmegling. Vurdering av andre gjenstander grupperes under: 74.901 Takseringsvirksomhet. Overvåking grupperes under: 80.30 Etterforskning"
"K.66.2.1.0","Risiko- og skadevurdering","### Shortname: Risiko- og skadevurdering

### Notes:
Inkluderer: Omfatter forvaltning av forsikringer som f.eks. vurdering, oppgjør av forsikringserstatning. risiko- og skadevurdering, samt skade- og tapsoppgjør Ekskluderer: Vurdering av fast eiendom grupperes under: 68.31 Eiendomsmegling. Vurdering av andre gjenstander grupperes under: 74.901 Takseringsvirksomhet. Overvåking grupperes under: 80.30 Etterforskning"
"K.66.2.2","Forsikringsformidling","### Shortname: Forsikringsformidling

### Notes:
Inkluderer: Omfatter forsikringsagenters og forsikringsmegleres virksomhet (forsikringsformidlere) ved formidling av livrente-, forsikrings- og gjenforsikringspoliser"
"K.66.2.2.0","Forsikringsformidling","### Shortname: Forsikringsformidling

### Notes:
Inkluderer: Omfatter forsikringsagenters og forsikringsmegleres virksomhet (forsikringsformidlere) ved formidling av livrente-, forsikrings- og gjenforsikringspoliser"
"K.66.2.9","Andre tjenester tilknyttet forsikringsvirksomhet og pensjonskasser","### Shortname: Tjen. fors.virks./pensj.kasser el.

### Notes:
Inkluderer: Omfatter virksomhet som består av eller er nært tilknyttet forsikring og pensjonsforsikring (unntatt finansiell formidling, erstatningsoppgjør og forsikringsagenters virksomhet) som administrasjon av redningsoperasjoner og aktuarvirksomhet Ekskluderer: Redningstjenester til sjøs grupperes under: 52.222 Redningstjeneste"
"K.66.2.9.0","Andre tjenester tilknyttet forsikringsvirksomhet og pensjonskasser","### Shortname: Tjen. fors.virks./pensj.kasser el.

### Notes:
Inkluderer: Omfatter virksomhet som består av eller er nært tilknyttet forsikring og pensjonsforsikring (unntatt finansiell formidling, erstatningsoppgjør og forsikringsagenters virksomhet) som administrasjon av redningsoperasjoner og aktuarvirksomhet Ekskluderer: Redningstjenester til sjøs grupperes under: 52.222 Redningstjeneste"
"K.66.3","Fondsforvaltningsvirksomhet","### Shortname: Fondsforvaltningsvirksomhet"
"K.66.3.0","Fondsforvaltningsvirksomhet","### Shortname: Fondsforvaltningsvirksomhet

### Notes:
Inkluderer: Omfatter portefølje- og formuesforvalting mot godtgjørelse, som for eksempel innskuddspensjonskasser og forvaltningsselskaper for verdipapirfond"
"K.66.3.0.0","Fondsforvaltningsvirksomhet","### Shortname: Fondsforvaltningsvirksomhet

### Notes:
Inkluderer: Omfatter portefølje- og formuesforvalting mot godtgjørelse som for eksempel innskuddspensjonskasser og forvaltningsselskaper for verdipapirfond"
"L","Omsetning og drift av fast eiendom","### Shortname: Omsetning og drift av fast eiendom

### Notes:
Inkluderer: Omfatter bortforpaktere, agenter og/eller meglere på ett eller flere av følgende områder: kjøp eller salg av fast eiendom, utleie av fast eiendom, annen virksomhet i forbindelse med fast eiendom som f.eks.: taksering av fast eiendom og oppdrag som deponeringsagent i forbindelse med fast eiendom. Virksomhet i dette næringshoved- område kan utøves på egen eller leid eiendom og kan skje på honorar- eller kontraktbasis Inkluderer også: Omfatter også oppføring av bygg kombinert med opprettholdelse av eierskap eller utlån av slike bygg og forvaltere av fast eiendom"
"L.68","Omsetning og drift av fast eiendom","### Shortname: Omsetning og drift av fast eiendom"
"L.68.1","Kjøp og salg av egen fast eiendom","### Shortname: Kjøp/salg av egen fast eiendom"
"L.68.1.0","Kjøp og salg av egen fast eiendom","### Shortname: Kjøp/salg av egen fast eiendom

### Notes:
Inkluderer: Omfatter kjøp og salg av egen eller leid fast eiendom: leiegårder, boliger, bygninger som ikke brukes til beboelse, herunder utstillingshaller, lagerbygg og butikksentra og jordeiendommer Inkluderer også: Omfatter også inndeling av fast eiendom i parseller, uten jordforbedring Ekskluderer: Utvikling av byggeprosjekter for salg grupperes under: 41.10 Utvikling av byggeprosjekter. Inndeling av fast eiendom i tillegg til jordforbedring grupperes under: 42.99 Bygging av andre anlegg ikke nevnt annet sted"
"L.68.1.0.0","Kjøp og salg av egen fast eiendom","### Shortname: Kjøp/salg av egen fast eiendom

### Notes:
Inkluderer: Omfatter kjøp og salg av egen eller leid fast eiendom: leiegårder, boliger, bygninger som ikke brukes til beboelse, herunder utstillingshaller, lagerbygg og butikksentra og jordeiendommer Inkluderer også: Omfatter også inndeling av fast eiendom i parseller, uten jordforbedring Ekskluderer: Utvikling av byggeprosjekter for salg grupperes under: 41.10 Utvikling av byggeprosjekter. Inndeling av fast eiendom i tillegg til jordforbedring grupperes under: 42.99 Bygging av andre anlegg ikke nevnt annet sted"
"L.68.2","Utleie av egen eller leid fast eiendom","### Shortname: Utleie av egen/leid fast eiendom"
"L.68.2.0","Utleie av egen eller leid fast eiendom","### Shortname: Utleie av egen/leid fast eiendom

### Notes:
Inkluderer: Omfatter utleie av og virksomhet i forbindelse med egen eller leid fast eiendom som leiegårder, boliger og bygninger som ikke brukes til beboelsesformål herunder utstillings- haller, lagerbygninger og jordeiendommer og formidling av boliger og møblerte eller umøblerte leiligheter til mer permanent bruk, vanligvis på måneds- eller årsbasis Inkluderer også: Omfatter også drift av plasser for mobile beboelsesbrakker Ekskluderer: Drift av hoteller, suitehoteller, pensjonater, campingplasser og lignende fasiliteter til korttidsopphold grupperes under: 55 Overnattingsvirksomhet. Drift av suitehoteller og tilsvarende overnattingsfasiliteter grupperes under: 55.10 Hotellvirksomhet"
"L.68.2.0.1","Borettslag","### Shortname: Borettslag"
"L.68.2.0.9","Utleie av egen eller leid fast eiendom ellers","### Shortname: Utl. av egen/leid fast eiendom el.

### Notes:
Inkluderer: Omfatter også apartementsleiligheter og utleie av jordbruksarealer og -eiendommer"
"L.68.3","Omsetning og drift av fast eiendom på oppdrag","### Shortname: Oppdragsvirksomhet for fast eiendom"
"L.68.3.1","Eiendomsmegling","### Shortname: Eiendomsmegling

### Notes:
Inkluderer: Omfatter eiendomsmegleres virksomhet i forbindelse med fast eiendom: formidling av kjøp, salg og utleie av fast eiendom på honorar- eller kontraktbasis, rådgivning og taksering i forbindelse med kjøp, salg og utleie av fast eiendom på honorar- eller kontraktbasis og deponeringsagentvirksomhet i forbindelse med fast eiendom Ekskluderer: Juridisk tjenesteyting grupperes under: 69.10 Juridisk tjenesteyting"
"L.68.3.1.0","Eiendomsmegling","### Shortname: Eiendomsmegling

### Notes:
Inkluderer: Omfatter eiendomsmegleres virksomhet i forbindelse med fast eiendom: formidling av kjøp, salg og utleie av fast eiendom på honorar- eller kontraktbasis, rådgivning og taksering i forbindelse med kjøp, salg og utleie av fast eiendom på honorar- eller kontraktbasis og deponeringsagentvirksomhet i forbindelse med fast eiendom Ekskluderer: Juridisk tjenesteyting grupperes under: 69.10 Juridisk tjenesteyting"
"L.68.3.2","Eiendomsforvaltning","### Shortname: Eiendomsforvaltning

### Notes:
Ekskluderer: Juridisk tjenesteyting grupperes under: 69.10 Juridisk tjenesteyting. Tjenesteyting i forbindelse med fasiliteter (kombinasjon av tjenesteytelser som f.eks. alminnelig innendørs rengjøring, vedlikehold og mindre reparasjoner, fjerning av avfall, vakt- og sikkerhetstjeneste) grupperes under: 81.10 Kombinerte tjenester tilknyttet eiendomsdrift. Forvaltning av fasiliteter som militærleire, fengsler og andre fasiliteter (unntatt eiendomsforvaltning) grupperes under: 81.10 Kombinerte tjenester tilknyttet eiendomsdrift"
"L.68.3.2.0","Eiendomsforvaltning","### Shortname: Eiendomsforvaltning

### Notes:
Ekskluderer: Juridisk tjenesteyting grupperes under: 69.10 Juridisk tjenesteyting. Tjenesteyting i forbindelse med fasiliteter (kombinasjon av tjenesteytelser som f.eks. alminnelig innendørs rengjøring, vedlikehold og mindre reparasjoner, fjerning av avfall, vakt- og sikkerhetstjeneste) grupperes under: 81.10 Kombinerte tjenester tilknyttet eiendomsdrift. Forvaltning av fasiliteter som militærleire, fengsler og andre fasiliteter (unntatt eiendomsforvaltning) grupperes under: 81.10 Kombinerte tjenester tilknyttet eiendomsdrift"
"M","Faglig, vitenskapelig og teknisk tjenesteyting","### Shortname: Faglig, vit. og tekn. tjenesteyting

### Notes:
Inkluderer: Omfatter spesialisert faglig, vitenskapelig og teknisk tjenesteyting. Disse tjenestene krever en høy utdanning og stiller spesialisert kunnskap og spesielle ferdigheter til rådighet for brukerne"
"M.69","Juridisk og regnskapsmessig tjenesteyting","### Shortname: Juridisk og regnsk.messig tj.yting

### Notes:
Inkluderer: Omfatter representasjon av den ene parts interesser overfor en annen part i saker, som eventuelt er innbrakt for domstol eller andre rettslige instanser; denne virksomheten utøves av eller under tilsyn av advokater, f.eks. rådgiving og representasjon i sivile saker, straffesaker og arbeidskonflikter. Inkluderer også: Omfatter også utferdigelse av juridiske dokumenter som f.eks. stiftelsesoverenskomster, interessentskapskontrakter og lignende dokumenter i forbindelse med stiftelse av selskaper, patenter og opphavsrett, utferdigelse av skjøter, testamenter, båndleggelsesdokumenter mv. samt annen virksomhet som utøves av notarius publicus, fogder, voldgiftsdommere, oppmenn mv. Bokførings- og revisjonsvirksomhet som f.eks. revisjon av bokholderi, utvikling av regnskapssystemer og utarbeiding av regnskaper og bokføring inkluderes også"
"M.69.1","Juridisk tjenesteyting","### Shortname: Juridisk tjenesteyting"
"M.69.1.0","Juridisk tjenesteyting","### Shortname: Juridisk tjenesteyting

### Notes:
Inkluderer: Omfatter representasjon av den ene parts interesser overfor den annen part i saker, som eventuelt er innbrakt for domstoler eller andre rettslige instanser. Denne virksomhet utøves av eller under tilsyn av advokater som rådgivning og representasjon i sivile saker, straffesaker og arbeidskonflikter, generell juridisk rådgivning, utferdigelse av juridiske dokumenter: stiftelsesoverenskomster, interessentskapskontrakter og lignende dokumenter i forbindelse med stiftelse av selskaper, patenter og opphavsrett, utferdigelse av skjøter, testamenter, båndleggelsesdokumenter mv. og annen virksomhet som utøves av notarius publicus, fogder, voldgiftsdommere, oppmenn mv. Ekskluderer: Domstolenes virksomhet grupperes under: 84.23 Retts- og fengselsvesen"
"M.69.1.0.0","Juridisk tjenesteyting","### Shortname: Juridisk tjenesteyting

### Notes:
Inkluderer: Omfatter representasjon av den ene parts interesser overfor den annen part i saker, som eventuelt er innbrakt for domstoler eller andre rettslige instanser. Denne virksomhet utøves av eller under tilsyn av advokater som rådgivning og representasjon i sivile saker, straffesaker og arbeidskonflikter, generell juridisk rådgivning, utferdigelse av juridiske dokumenter: stiftelsesoverenskomster, interessentskapskontrakter og lignende dokumenter i forbindelse med stiftelse av selskaper, patenter og opphavsrett, utferdigelse av skjøter, testamenter, båndleggelsesdokumenter mv. og annen virksomhet som utøves av notarius publicus, fogder, voldgiftsdommere, oppmenn mv. Ekskluderer: Domstolenes virksomhet grupperes under: 84.23 Retts- og fengselsvesen"
