"path","name","description"
"J.61.2.0.0","Trådløs telekommunikasjon","### Shortname: Trådløs telekomm.

### Notes:
Inkluderer: Omfatter drift, vedlikehold og levering av tilgang til fasiliteter til overføring av tale, data, tekst, lyd og video ved hjelp av en trådløs telekommunikasjonsinfrastruktur. Disse fasilitetene tilbyr rundstrålende radiobølgeoverføring og kan være basert på en enkelt teknologi eller en kombinasjon av teknologier. Drift og vedlikehold av personsøkings- samt mobil- og andre trådløse telekommunikasjonsnettverk er inkludert Inkluderer også: Omfatter også tilgang til Internett som tilbys av operatøren av den trådløse infrastrukturen og virksomheter som tilbyr sine kunder tilgang til nettverk, men som ikke eier nettverket selv (unntatt satellitt) Ekskluderer: Videresalg av telekommunikasjon grupperes under: 61.90 Telekommunikasjon ellers"
"J.61.3","Satellittbasert telekommunikasjon","### Shortname: Satellittbasert telekomm."
"J.61.3.0","Satellittbasert telekommunikasjon","### Shortname: Satellittbasert telekomm.

### Notes:
Inkluderer: Omfatter drift, vedlikehold og levering av tilgang til fasiliteter for overføring av tale, data, tekst, lyd og video ved hjelp av en satellittbasert telekommunikasjonsinfrastruktur Inkluderer også: Omfatter også levering av visuelle bilde, lyd-og tekstbaserte programmer fra tv-kanaler, tv-stasjoner og tv-selskaper eller fra radioselskaper til forbrukerne via direkte-hjem satellittsystemer (enhetene som er gruppert i denne næringsgruppen produserer normalt ikke originalt programmateriell). Omfatter også tilgang til Internett som tilbys av operatøren av den satellittbaserte infrastrukturen Ekskluderer: Videresalg av telekommunikasjon grupperes under: 61.90 Telekommunikasjon ellers"
"J.61.3.0.0","Satellittbasert telekommunikasjon","### Shortname: Satellittbasert telekomm.

### Notes:
Inkluderer: Omfatter drift, vedlikehold og levering av tilgang til fasiliteter for overføring av tale, data, tekst, lyd og video ved hjelp av en satellittbasert telekommunikasjonsinfrastruktur Inkluderer også: Omfatter også levering av visuelle bilde, lyd-og tekstbaserte programmer fra tv-kanaler, tv-stasjoner og tv-selskaper eller fra radioselskaper til forbrukerne via direkte-hjem satellittsystemer (enhetene som er gruppert i denne næringsgruppen produserer normalt ikke originalt programmateriell). Omfatter også tilgang til Internett som tilbys av operatøren av den satellittbaserte infrastrukturen Ekskluderer: Videresalg av telekommunikasjon grupperes under: 61.90 Telekommunikasjon ellers"
"J.61.9","Telekommunikasjon ellers","### Shortname: Telekommunikasjon ellers"
"J.61.9.0","Telekommunikasjon ellers","### Shortname: Telekommunikasjon ellers

### Notes:
Inkluderer: Omfatter levering av spesialiserte telekommunikasjonsapplikasjoner, f.eks. satellittsporing, telemetri, radarstasjonsvirksomhet, drift av terminalstasjoner for satellittsystemer og tilhørende fasiliteter som driftsmessig er forbundet med ett eller flere kommunikasjonssystemer på jorda og i stand til å overføre eller motta telekommunikasjon til og fra satellittsystemer. Levering av Internettilgang via nettverk mellom kunden og internettoperatøren som ikke eies eller kontrolleres av operatøren, f.eks. tilgang gjennom oppringt forbindelse er også inkludert. Det samme er levering av telekommunikasjonstjenester via eksisterende forbindelser, f.eks. VOIP (Voice Over Internet Protocol) Inkluderer også: Omfatter også rent videresalg (kjøp og salg av nettverkskapasitet uten tilleggstjenester) Ekskluderer: Internettilgang som tilbys av operatører av teleinfrastruktur grupperes under hhv.: 61.10 Kabelbasert telekommunikasjon,: 61.20 Trådløs telekommunikasjon og: 61.30 Satellittbasert telekommunikasjon"
"J.61.9.0.0","Telekommunikasjon ellers","### Shortname: Telekommunikasjon ellers

### Notes:
Inkluderer: Omfatter levering av spesialiserte telekommunikasjonsapplikasjoner, f.eks. satellittsporing, telemetri, radarstasjonsvirksomhet, drift av terminalstasjoner for satellittsystemer og tilhørende fasiliteter som driftsmessig er forbundet med ett eller flere kommunikasjonssystemer på jorda og i stand til å overføre eller motta telekommunikasjon til og fra satellittsystemer. Levering av Internettilgang via nettverk mellom kunden og internettoperatøren som ikke eies eller kontrolleres av operatøren, f.eks. tilgang gjennom oppringt forbindelse er også inkludert. Det samme er levering av telekommunikasjonstjenester via eksisterende forbindelser, f.eks. VOIP (Voice Over Internet Protocol) Inkluderer også: Omfatter også rent videresalg (kjøp og salg av nettverkskapasitet uten tilleggstjenester) Ekskluderer: Internettilgang som tilbys av operatører av teleinfrastruktur grupperes under hhv.: 61.10 Kabelbasert telekommunikasjon,: 61.20 Trådløs telekommunikasjon og: 61.30 Satellittbasert telekommunikasjon"
"J.62","Tjenester tilknyttet informasjonsteknologi","### Shortname: IT-tjenester

### Notes:
Inkluderer: Omfatter følgende it-ekspertise: programutvikling, programendring, programtesting og programsupport; planlegging og design av datasystemer som integrerer maskinvare, programvare og kommunikasjonsteknologi; styring og drift av kunders datasystemer og/eller databehandlingsfasiliteter hos kundene samt andre faglige og tekniske datamaskinrelaterte aktiviteter"
"J.62.0","Tjenester tilknyttet informasjonsteknologi","### Shortname: Tjen. tilkn. informasjonsteknologi"
"J.62.0.1","Programmeringstjenester","### Shortname: Programmeringstjenester

### Notes:
Inkluderer: Omfatter programutvikling, -endring, -test og -support med henblikk på å oppfylle en bestemt kundes behov: kundespesifisert programvare Ekskluderer: Utgivelse av programpakker grupperes under: 58.29 Utgivelse av annen programvare. Oversetting eller tilpassing av ferdigprodusert programvare til et bestemt marked for egen regning grupperes under: 58.29 Utgivelse av annen programvare. Planlegging og design av datasystemer som integrerer maskinvare-, programvare- og kommunikasjonsteknologi, uansett om levering av programvare er et ledd i produktet eller ikke, grupperes under: 62.02 Konsulentvirksomhet tilknyttet informasjonsteknologi"
"J.62.0.1.0","Programmeringstjenester","### Shortname: Programmeringstjenester

### Notes:
Inkluderer: Omfatter programutvikling, -endring, -test og -support med henblikk på å oppfylle en bestemt kundes behov: kundespesifisert programvare Ekskluderer: Utgivelse av programpakker grupperes under: 58.29 Utgivelse av annen programvare. Oversetting eller tilpassing av ferdigprodusert programvare til et bestemt marked for egen regning grupperes under: 58.29 Utgivelse av annen programvare. Planlegging og design av datasystemer som integrerer maskinvare-, programvare- og kommunikasjonsteknologi, uansett om levering av programvare er et ledd i produktet eller ikke, grupperes under: 62.02 Konsulentvirksomhet tilknyttet informasjonsteknologi"
"J.62.0.2","Konsulentvirksomhet tilknyttet informasjonsteknologi","### Shortname: Kons.virks. tilkn. informasj.tekn.

### Notes:
Inkluderer: Omfatter konsulentvirksomhet vedrørende maskinvare og programvare og informasjonsteknologi (inkludert opplæring) Ekskluderer: Installasjon av prosessorenhet og lignende enheter grupperes under: 33.20 Installasjon av industrimaskiner og- utstyr. Salg av maskinvare og programvare grupperes under hhv.: 46.51 Engroshandel med datamaskiner, tilleggsutstyr til datamaskiner samt programvare og: 47.41 Butikkhandel med datamaskiner og utstyr til datamaskiner. Separat installasjon av programvare og maskinvare og rekonstruksjon av data ved systembrudd grupperes under: 62.09 Andre tjenester tilknyttet informasjonsteknologi"
"J.62.0.2.0","Konsulentvirksomhet tilknyttet informasjonsteknologi","### Shortname: Kons.virks. tilkn. informasj.tekn.

### Notes:
Inkluderer: Omfatter konsulentvirksomhet vedrørende maskinvare og programvare og informasjonsteknologi (inkludert opplæring) Ekskluderer: Installasjon av prosessorenhet og lignende enheter grupperes under: 33.20 Installasjon av industrimaskiner og- utstyr. Salg av maskinvare og programvare grupperes under hhv.: 46.51 Engroshandel med datamaskiner, tilleggsutstyr til datamaskiner samt programvare og: 47.41 Butikkhandel med datamaskiner og utstyr til datamaskiner. Separat installasjon av programvare og maskinvare og rekonstruksjon av data ved systembrudd grupperes under: 62.09 Andre tjenester tilknyttet informasjonsteknologi"
"J.62.0.3","Forvaltning og drift av IT-systemer","### Shortname: Forvaltning og drift av IT-systemer

### Notes:
Inkluderer: Omfatter styring og drift av kunders datasystemer hos kundene og/eller databehandlingsfasiliteter samt tilhørende hjelpetjenester"
"J.62.0.3.0","Forvaltning og drift av IT-systemer","### Shortname: Forvaltning og drift av IT-systemer

### Notes:
Inkluderer: Omfatter styring og drift av kunders datasystemer hos kundene og/eller databehandlingsfasiliteter samt tilhørende hjelpetjenester"
"J.62.0.9","Andre tjenester tilknyttet informasjonsteknologi","### Shortname: Tjen. tilkn. informasjonsteknologi el.

### Notes:
Inkluderer: Omfatter annen it- og datarelatert virksomhet som ikke er gruppert andre steder: rekonstruksjon av data ved systembrudd samt installasjon av programvare og maskinvare Ekskluderer: Installasjon av prosessorenhet og lignende enheter grupperes under: 33.20 Installasjon av industrimaskiner og utstyr. Programmeringstjenester grupperes under: 62.01 Programmeringstjenester. Konsulenttjenester tilknyttet datateknologi grupperes under: 62.02 Konsulenttjenester tilknyttet informasjonsteknologi. Forvaltning og drift av IT-systemer grupperes under: 62.03 Forvaltning og drift av IT-systemer. Databehandling og datalagring grupperes under 63.11 Databehandling, datalagring og tilknyttede tjenester"
"J.62.0.9.0","Andre tjenester tilknyttet informasjonsteknologi","### Shortname: Tjen. tilkn. informasjonsteknologi el.

### Notes:
Inkluderer: Omfatter annen it- og datarelatert virksomhet som ikke er gruppert andre steder: rekonstruksjon av data ved systembrudd samt installasjon av programvare og maskinvare Ekskluderer: Installasjon av prosessorenhet og lignende enheter grupperes under: 33.20 Installasjon av industrimaskiner og utstyr. Programmeringstjenester grupperes under: 62.01 Programmeringstjenester. Konsulenttjenester tilknyttet datateknologi grupperes under: 62.02 Konsulenttjenester tilknyttet informasjonsteknologi. Forvaltning og drift av IT-systemer grupperes under: 62.03 Forvaltning og drift av IT-systemer. Databehandling og datalagring grupperes under 63.11 Databehandling, datalagring og tilknyttede tjenester"
"J.63","Informasjonstjenester","### Shortname: Informasjonstjenester

### Notes:
Inkluderer: Omfatter informasjonstjenester som søkemaskiner og web-portaler, databehandlings- og hostingvirksomhet samt andre aktiviteter som primært leverer informasjon"
"J.63.1","Databehandling, datalagring og tilknyttede tjenester, drift av web-portaler","### Shortname: Databeh./datalagr./web-portaler

### Notes:
Inkluderer: Omfatter fremskaffelse av infrastruktur til webhosting, databehandling og lignende tjenester samt fremskaffelse av søkemaskiner og andre portaler til Internettet"
"J.63.1.1","Databehandling, datalagring og tilknyttede tjenester","### Shortname: Databeh./-lagring og tilkn. tjen.

### Notes:
Inkluderer: Omfatter levering av infrastruktur til webhosting, databehandling, og lignende tjenesteyting: spesiell tjenesteyting som webhosting, datastrømtjenester og applikasjonstjenester, generell prosessorfasiliteter på timesharebasis til kunder, fullstendig behandling og spesialiserte rapporter på bakgrunn av data levert av kunder eller automatisk databehandling og datainnlesing herunder vedlikehold av databaser Ekskluderer: Tjenesteyting hvor leverandøren utelukkende bruker datamaskinen som et verktøy blir gruppert etter hva slags hjelp som ytes"
"J.63.1.1.0","Databehandling, datalagring og tilknyttede tjenester","### Shortname: Databeh./-lagring og tilkn. tjen.

### Notes:
Inkluderer: Omfatter levering av infrastruktur til webhosting, databehandling, og lignende tjenesteyting: spesiell tjenesteyting som webhosting, datastrømtjenester og applikasjonstjenester, generell prosessorfasiliteter på timesharebasis til kunder, fullstendig behandling og spesialiserte rapporter på bakgrunn av data levert av kunder eller automatisk databehandling og datainnlesing herunder vedlikehold av databaser Ekskluderer: Tjenesteyting hvor leverandøren utelukkende bruker datamaskinen som et verktøy blir gruppert etter hva slags hjelp som ytes"
"J.63.1.2","Drift av web-portaler","### Shortname: Drift av web-portaler

### Notes:
Inkluderer: Omfatter drift av websteder som bruker en søkemotor til å generere og vedlikeholde store databaser over internettadresser og -innhold i et søkbart format og  drift av andre websteder som fungerer som portaler til internettet, f.eks. mediewebsteder som leverer regelmessig oppdatert innhold Ekskluderer: Utgivelse av bøker, aviser, ukeblad mv. via Internett grupperes under næring: 58 Forlagsvirksomhet. Kringkasting via Internett grupperes under: 60 Radio- og fjernsynskringkasting"
"J.63.1.2.0","Drift av web-portaler","### Shortname: Drift av web-portaler

### Notes:
Inkluderer: Omfatter drift av websteder som bruker en søkemotor til å generere og vedlikeholde store databaser over internettadresser og -innhold i et søkbart format og  drift av andre websteder som fungerer som portaler til internettet, f.eks. mediewebsteder som leverer regelmessig oppdatert innhold Ekskluderer: Utgivelse av bøker, aviser, ukeblad mv. via Internett grupperes under næring: 58 Forlagsvirksomhet. Kringkasting via Internett grupperes under: 60 Radio- og fjernsynskringkasting"
"J.63.9","Andre informasjonstjenester","### Shortname: Andre informasjonstjenester

### Notes:
Inkluderer: Omfatter nyhetsbyråer og alle andre resterende informasjonstjenester Ekskluderer: Drift av biblioteker og arkiver grupperes under: 91.01 Drift av biblioteker og arkiver"
"J.63.9.1","Nyhetsbyråer","### Shortname: Nyhetsbyråer

### Notes:
Inkluderer: Omfatter nyhetsbyråer og pressebyråer som leverer nyheter, bilder og artikler til media Ekskluderer: Selvstendige pressefotografer grupperes under: 74.20 Fotografvirksomhet. Selvstendige journalister grupperes under: 90.034 Selvstendig kunstnerisk virksomhet innen litteratur"
"J.63.9.1.0","Nyhetsbyråer","### Shortname: Nyhetsbyråer

### Notes:
Inkluderer: Omfatter nyhetsbyråer og pressebyråer som leverer nyheter, bilder og artikler til media Ekskluderer: Selvstendige pressefotografer grupperes under: 74.20 Fotografvirksomhet. Selvstendige journalister grupperes under: 90.034 Selvstendig kunstnerisk virksomhet innen litteratur"
"J.63.9.9","Andre informasjonstjenester ikke nevnt annet sted","### Shortname: Andre informasjonstjenester

### Notes:
Inkluderer: Omfatter informasjonstjenester som ikke er gruppert andre steder som f.eks. telefonbaserte informasjonstjenester, informasjonssøketjenester på kontrakt- eller honorarbasis og nyhets- og presseutklippstjenester mv. Ekskluderer: Telefonsalg grupperes under: 82.202 Telefonsalg"
"J.63.9.9.0","Andre informasjonstjenester ikke nevnt annet sted","### Shortname: Andre informasjonstjenester

### Notes:
Inkluderer: Omfatter informasjonstjenester som ikke er gruppert andre steder som f.eks. telefonbaserte informasjonstjenester, informasjonssøketjenester på kontrakt- eller honorarbasis og nyhets- og presseutklippstjenester mv. Ekskluderer: Telefonsalg grupperes under: 82.202 Telefonsalg"
"K","Finansierings- og forsikringsvirksomhet","### Shortname: Finansiering og forsikring

### Notes:
Inkluderer: Omfatter finansiell formidling, forsikring, gjenforsikring og pensjonskasser samt hjelpetjenester i forbindelse med slike enheter. Inkluderer også: Omfatter også eie av aktiva som f.eks. virksomheten til holdingselskaper, verdipapirfond, investeringsselskaper og lignende finansiell virksomhet"
"K.64","Finansieringsvirksomhet","### Shortname: Finansieringsvirksomhet

### Notes:
Inkluderer: Omfatter mottak, videreformidling og plassering av midler med unntak av midler fra forsikring, pensjonskasser eller trygdeordninger. Nasjonal lovgivning spiller en vesentlig rolle for hvilke enheter som skal grupperes i denne næringen"
"K.64.1","Bankvirksomhet","### Shortname: Bankvirksomhet

### Notes:
Inkluderer: Omfatter virksomhet som har rett til å motta innskudd fra allmennheten"
"K.64.1.1","Sentralbankvirksomhet","### Shortname: Sentralbankvirksomhet

### Notes:
Inkluderer: Omfatter enhet som har ansvaret for utstedelse av sedler og mynt og overvåking og kontroll av pengemengden. Sentralbanken fungerer som oppgjørsbank for bankene og er ansvarlig for forvaltning av landets valutareserver. I tillegg virker den som bank for staten. Sentralbankens virksomhet vil variere av institusjonelle årsaker"
"K.64.1.1.0","Sentralbankvirksomhet","### Shortname: Sentralbankvirksomhet

### Notes:
Inkluderer: Omfatter enhet som har ansvaret for utstedelse av sedler og mynt og overvåking og kontroll av pengemengden. Sentralbanken fungerer som oppgjørsbank for bankene og er ansvarlig for forvaltning av landets valutareserver. I tillegg virker den som bank for staten. Sentralbankens virksomhet vil variere av institusjonelle årsaker"
"K.64.1.9","Bankvirksomhet ellers","### Shortname: Bankvirksomhet ellers

### Notes:
Inkluderer: Omfatter banker og kredittforetak definert som kredittinstitusjoner.  Virksomheten består i å motta tilbakebetalingspliktige midler fra allmennheten, som innskudd og/eller verdipapirlån, og yte kreditt og utlån med og uten pant til allmennheten.  Virksomheten utøves for egen regning og risiko. Ekskluderer: Statlige låneinstitutter som for eksempel Husbanken, grupperes under: 64.92 Annen kredittgiving"
"K.64.1.9.0","Bankvirksomhet ellers","### Shortname: Bankvirksomhet ellers

### Notes:
Inkluderer: Omfatter banker og kredittforetak definert som kredittinstitusjoner.  Virksomheten består i å motta tilbakebetalingspliktige midler fra allmennheten, som innskudd og/eller verdipapirlån, og yte kreditt og utlån med og uten pant til allmennheten.  Virksomheten utøves for egen regning og risiko. Ekskluderer: Statlige låneinstitutter som for eksempel Husbanken, grupperes under: 64.92 Annen kredittgiving"
"K.64.2","Holdingselskaper","### Shortname: Holdingselskaper"
"K.64.2.0","Holdingselskaper","### Shortname: Holdingselskaper

### Notes:
Inkluderer: Omfatter holdingselskapers virksomhet, dvs. enheter som gjennom eierforhold kontrollerer andre selskaper, dvs. datterselskap eller en gruppe datterselskaper og hovedvirksomheten er å eie gruppen av datterselskaper. Holdingselskapene i denne næringsgruppen leverer ingen andre tjenester til datterselskapene, dvs. de forvalter eller styrer ikke andre enheter Ekskluderer: Aktiv forvaltning av foretak, foretakets planlegging og beslutningstaking grupperes under: 70.10 Hovedkontortjenester"
"K.64.2.0.1","Finansielle holdingselskaper","### Shortname: Finansielle holdingselskaper

### Notes:
Inkluderer: Omfatter morselskap i eller deler av et finanskonsern i hht. finansieringsvirksomhetsloven"
"K.64.2.0.2","Spesielle holdingselskaper","### Shortname: Spesielle holdingselskaper

### Notes:
Inkluderer: Omfatter norske holdingselskaper som inngår i konsern hvor all virksomhet foregår i utlandet. Eksempler er morselskaper i konsern hvor alle andre konsernselskaper er utenlandske og morselskapet selv ikke utøver egen virksomhet, samt mellomliggende holdingselskaper som utelukkende kanaliserer pengestrømmer mellom de utenlandske konsernselskapene"
"K.64.3","Verdipapirfond, investeringsselskaper o.l.","### Shortname: Verdipapirfond/invest.selskap o.l."
"K.64.3.0","Verdipapirfond, investeringsselskaper o.l.","### Shortname: Verdipapirfond/invest.selskap. o.l.

### Notes:
Inkluderer: Omfatter juridiske enheter der mange investorer har gått sammen om å plassere sine midler i verdipapirer eller andre finansielle eiendeler. Disse enhetene opptrer på vegne av aksjonærene eller andelseierne. Porteføljene er tilpasset for å oppnå spesifikke investeringskarakteristika, når det gjelder spredning, risiko, forrentning og prisvolatitet. Enhetene har lite eller ingen sysselsetting eller inntjening gjennom omsetning av tjenester, men mottar rente, utbytte og annen formuesinntekt Ekskluderer: Holdingselskapers virksomhet grupperes under: 64.20 Holdingselskaper. Pensjonskasser grupperes under: 65.30 Pensjonskasser. Formuesforvaltning grupperes under: 66.30 Fondsforvaltningsvirksomhet"
"K.64.3.0.1","Verdipapirfond","### Shortname: Verdipapirfond

### Notes:
Inkluderer: Omfatter fond opprettet i medhold av verdipapirfondslovgivningen"
"K.64.3.0.2","Alternative investeringsfond (AIF) som ikke er verdipapirfond","### Shortname: Alternative investeringsfond AIF

### Notes:
Inkluderer: Omfatter kollektive investeringsfond registrert som alternative investeringsfond (AIF) iht. AIF-loven, når ikke disse også er verdipapirfond.  Ekskluderer: Verdipapirfond klassifiseres under 64.301"
"K.64.3.0.5","Finansstiftelser","### Shortname: Finansstiftelser

### Notes:
Inkluderer: Finansstiftelser regulert i finansforetaksloven"
"K.64.3.0.6","Egeninvesteringsselskaper i finansielle konsern og for offentlig forvaltning","### Shortname: Egeninvesteringsselskaper i finansielle konsern og for offentlig forvaltning

### Notes:
Inkluderer: Omfatter selskaper som inngår i finansielle konsern, eller som er eid av offentlig forvaltning, hvor eneste formål er å oppnå avkastning for konsernselskapene/ eierne uten å utøve aktivt eierskap.  Morselskap i finansielle konsern omfattes når selskapet ikke er holdingforetak i finanskonsern eller finansstiftelse. Ekskluderer: Holdingforetak i finanskonsern klassifiseres under 64.201  Finansstiftelser klassifiseres under 64.305."
"K.64.3.0.8","Familieeide egeninvesteringsselskaper","### Shortname: Familieide egeninvesteringsselskaper

### Notes:
Inkluderer: Omfatter foretak som er eid av familier/fysiske personer, og som ikke utøver noen produksjonsvirksomhet, men plasserer familieformuen i verdipapirer med eneste formål å oppnå avkastning på den investerte kapitalen uten å utøve aktivt eierskap."
"K.64.9","Annen finansieringsvirksomhet","### Shortname: Annen finansieringsvirksomhet

### Notes:
Inkluderer: Omfatter finansiell formidling som ikke utøves av kredittinstitusjoner Ekskluderer: Forsikring og pensjonskasser grupperes under: 65 Forsikringsvirksomhet og pensjonskasser, unntatt trygdeordninger underlagt offentlig forvaltning"
"K.64.9.1","Finansiell leasing","### Shortname: Finansiell leasing

### Notes:
Inkluderer: Omfatter leasing, der leieperioden omtrent dekker eiendelens forventede levetid, og leasingtakeren i stor utstrekning oppnår alle fordelene ved bruken av denne og påtar seg all risiko som er forbundet med å eie den. Eiendelen kan senere overdras. Den type leasing dekker alle eller nesten alle utgiftene inkludert renter Ekskluderer: Operasjonell leasing grupperes under: 77 Utleie- og leasingvirksomhet alt etter hva som leies ut"
"K.64.9.1.0","Finansiell leasing","### Shortname: Finansiell leasing

### Notes:
Inkluderer: Omfatter leasing, der leieperioden omtrent dekker eiendelens forventede levetid, og leasingtakeren i stor utstrekning oppnår alle fordelene ved bruken av denne og påtar seg all risiko som er forbundet med å eie den. Eiendelen kan senere overdras. Den type leasing dekker alle eller nesten alle utgiftene inkludert renter Ekskluderer: Operasjonell leasing grupperes under: 77 Utleie- og leasingvirksomhet alt etter hva som leies ut"
"K.64.9.2","Annen kredittgivning","### Shortname: Annen kredittgivning

### Notes:
Inkluderer: Omfatter enheter som tilbyr ulike former for spesialisering av næringslivet og personkunder, f.eks. lån, pantelån, kredittkort mv. De tilbyr følgende tjenester: forbrukslån, internasjonal handelsfinansiering, langsiktige lån til næringsvirksomhet og andre former for utlånsvirksomhet utenfor banksystemet, samt pantelånervirksomhet. Dessuten lån til boligformål ytet av spesialiserte kredittinstitusjoner som ikke mottar innskudd. Omfatter kredittforetak, finansieringsselskaper og statlige låneinstitutter Ekskluderer: Spesialiserte kredittinstitusjoner som yter lån til boligformål og som også tar imot innskudd grupperes under: 64.19 Bankvirksomhet ellers"
"K.64.9.2.0","Annen kredittgivning","### Shortname: Annen kredittgiving

### Notes:
Inkluderer: Omfatter enheter som tilbyr ulike former for spesialisering av næringslivet og personkunder, f.eks. lån, pantelån, kredittkort mv. De tilbyr følgende tjenester: forbrukslån, internasjonal handelsfinansiering, langsiktige lån til næringsvirksomhet og andre former for utlånsvirksomhet utenfor banksystemet, samt pantelånervirksomhet. Dessuten lån til boligformål ytet av spesialiserte kredittinstitusjoner som ikke mottar innskudd. Omfatter kredittforetak, finansieringsselskaper og statlige låneinstitutter Ekskluderer: Spesialiserte kredittinstitusjoner som yter lån til boligformål og som også tar imot innskudd grupperes under: 64.19 Bankvirksomhet ellers"
"K.64.9.9","Annen finansieringsvirksomhet ikke nevnt annet sted","### Shortname: Finansieringsvirksomhet el.

### Notes:
Inkluderer: Omfatter finansiell formidling som ikke utøves av kredittinstitusjoner og som ikke er nevnt under næringsgruppene 64.91 og 64.92 Ekskluderer: Finansiell leasing grupperes under 64.91 Finansiell leasing. Handel med verdipapirer for andres regning grupperes under: 66.12 Verdipapirmegling. Handel med, leasing og utleie av fast eiendom grupperes under: 68 Omsetning og drift av fast eiendom. Inkassovirksomhet uten oppkjøp av gjeld grupperes under: 82.91 Inkasso- og kredittopplysningsvirksomhet. Lån ytet av organisasjoner og foreninger grupperes under: 94.991 Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted"
"K.64.9.9.0","Annen finansieringsvirksomhet ikke nevnt annet sted","### Shortname: Finansieringsvirksomhet el.

### Notes:
Inkluderer: Omfatter finansiell formidling som ikke utøves av kredittinstitusjoner og som ikke er nevnt under næringsgruppene 64.91 og 64.92 Ekskluderer: Finansiell leasing grupperes under 64.91 Finansiell leasing. Handel med verdipapirer for andres regning grupperes under: 66.12 Verdipapirmegling. Handel med, leasing og utleie av fast eiendom grupperes under: 68 Omsetning og drift av fast eiendom. Inkassovirksomhet uten oppkjøp av gjeld grupperes under: 82.91 Inkasso- og kredittopplysningsvirksomhet. Lån ytet av organisasjoner og foreninger grupperes under: 94.991 Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted"
"K.65","Forsikringsvirksomhet og pensjonskasser, unntatt trygdeordninger underlagt offentlig forvaltning","### Shortname: Forsikring og pensjonskasser

### Notes:
Inkluderer: Omfatter tegning av livrente- og forsikringspoliser og forhåndsinnbetaling av premie for oppbygging av fond, for å møte fremtidige erstatningskrav/forpliktelser Inkluderer også: Omfatter også direkte forsikring og gjenforsikring"
"K.65.1","Forsikring","### Shortname: Forsikring

### Notes:
Inkluderer: Omfatter forsikring og gjenforsikring av liv, med og uten et vesentlig oppsparingselement, samt skadeforsikringsvirksomhet"
"K.65.1.1","Livsforsikring","### Shortname: Livsforsikring

### Notes:
Inkluderer: Omfatter tegning av livrente- og livsforsikringspoliser, forsikringspoliser ved uførhet, dødsfall, ulykker og invaliditet (med og uten et vesentlig oppsparingselement)"
"K.65.1.1.0","Livsforsikring","### Shortname: Livsforsikring

### Notes:
Inkluderer: Omfatter tegning av livrente- og livsforsikringspoliser, forsikringspoliser ved uførhet, dødsfall, ulykker og invaliditet (med og uten et vesentlig oppsparingselement)"
"K.65.1.2","Skadeforsikring","### Shortname: Skadeforsikring

### Notes:
Inkluderer: Omfatter ulykkesforsikring, brannforsikring, sykeforsikring, reiseforsikring, eiendomsskadeforsikring, forsikring av biler, båter, skip, fly, transportforsikring, forsikring mot økonomisk tap samt ansvarsforsikring"
"K.65.1.2.0","Skadeforsikring","### Shortname: Skadeforsikring

### Notes:
Inkluderer: Omfatter ulykkesforsikring, brannforsikring, sykeforsikring, reiseforsikring, eiendomsskadeforsikring, forsikring av biler, båter, skip, fly, transportforsikring, forsikring mot økonomisk tap samt ansvarsforsikring"
"K.65.2","Gjenforsikring","### Shortname: Gjenforsikring"
"K.65.2.0","Gjenforsikring","### Shortname: Gjenforsikring

### Notes:
Inkluderer: Omfatter overtagelse av hele eller en del av risikoen forbundet med eksisterende forsikringspoliser, som opprinnelig er tegnet av andre livs- og skadeforsikringsselskaper"
"K.65.2.0.0","Gjenforsikring","### Shortname: Gjenforsikring

### Notes:
Inkluderer: Omfatter overtagelse av hele eller en del av risikoen forbundet med eksisterende forsikringspoliser, som opprinnelig er tegnet av andre livs- og skadeforsikringsselskaper"
"K.65.3","Pensjonskasser","### Shortname: Pensjonskasser"
"K.65.3.0","Pensjonskasser","### Shortname: Pensjonskasser

### Notes:
Inkluderer: Omfatter juridiske enheter, som har til formål å utbetale pensjonsytelser til forsikringstakers ansatte eller medlemmer. Denne gruppen omfatter enheter som yter tjenestepensjon i form av kollektive ytelses- og innskuddsbaserte pensjonsordninger Ekskluderer: Forvaltning av pensjonskasser grupperes under: 66.30 Fondsforvaltningsvirksomhet. Trygdeordninger underlagt offentlig forvaltning grupperes under: 84.30 Trygdeordninger underlagt offentlig forvaltning"
"K.65.3.0.0","Pensjonskasser","### Shortname: Pensjonskasser

### Notes:
Inkluderer: Omfatter juridiske enheter, som har til formål å utbetale pensjonsytelser til forsikringstakers ansatte eller medlemmer. Denne gruppen omfatter enheter som yter tjenestepensjon i form av kollektive ytelses- og innskuddsbaserte pensjonsordninger Ekskluderer: Forvaltning av pensjonskasser grupperes under: 66.30 Fondsforvaltningsvirksomhet. Trygdeordninger underlagt offentlig forvaltning grupperes under: 84.30 Trygdeordninger underlagt offentlig forvaltning"
"K.66","Tjenester tilknyttet finansierings- og forsikringsvirksomhet","### Shortname: Finans-, forsikringshjelpetjenester

### Notes:
Inkluderer: Omfatter tjenester som består av eller er tett knyttet til finansiell formidling, men som ikke involverer finansiell formidling. Næringen inndeles primært etter hvilken type finansiell transaksjon eller finansiering det dreier seg om"
