organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"996272648","HS MASKIN & UTEMILJØ AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","81.300","Beplantning av hager og parkanlegg","","","","","","","true","5","www.hsmaskinogutemiljo.no","","","","","","","","Vinanvegen 61","ÅSEN","7630","LEVANGER","5037","Norge","NO","2010-12-07","","false","2010-11-25","","996263444",""
"926986651","DAVID KARLSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","false","","","","","","","","","","Sigurd Jorsalfars veg 3","TRONDHEIM","7052","TRONDHEIM","5001","Norge","NO","2022-02-16","","false","2022-01-08","","996263444",""
"927788934","KOMMANDANTVOLD GEIR","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","49.320","Drosjebiltransport","","","","","","","false","","","Øivinds vei 1","OSLO","0590","OSLO","0301","Norge","NO","Trondheimsveien 100","OSLO","0565","OSLO","0301","Norge","NO","1999-11-10","","false","","","927583569",""
"927586835","PETTER FLØTTUM-ANGELTVEIT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","73.110","Reklamebyråer","","","","","","","false","","","","","","","","","","Bolignummer H203/nSkytterveien 14","BERGEN","5038","BERGEN","4601","Norge","NO","2021-08-25","","false","2021-06-18","","927583569",""
"973613588","HATLEVOLL OLAV L","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.500","Kombinert husdyrhold og planteproduksjon","","","","","","","false","","","","","","","","","","HATLEVOLLEN","ORNES","6870","LUSTER","4644","Norge","NO","1995-02-23","","false","","","969821850",""
"924998229","RUGUMAYO AMUNDSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.130","Dyrking av grønnsaker, meloner, rot- og knollvekster","","","","","","","false","","","","","","","","","","Lundenvegen 22O","NORDFJORDEID","6770","STAD","4649","Norge","NO","2020-04-29","","false","2020-01-01","","993081019",""
"914679621","PIETARIS BYGG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Kongsvingervegen 851","KLØFTA","2040","ULLENSAKER","3209","Norge","NO","2014-12-21","","false","2013-01-01","","987191902",""
"927915324","PRIME IMPORT AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.390","Engroshandel med bredt utvalg av nærings- og nytelsesmidler","","","","","","","false","","","c/o Susanne Opsahl/nBriskebyvegen 12B","HAMAR","2321","HAMAR","3403","Norge","NO","Briskebyvegen 12B","HAMAR","2321","HAMAR","3403","Norge","NO","2021-10-12","","false","2021-06-14","","927209837",""
"977556155","BYGGMESTER THOMAS LINDHJEM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.200","Oppføring av bygninger","","","","","","","true","","","","","","","","","","Fagersandveien 15","TØNSBERG","3124","TØNSBERG","3905","Norge","NO","1997-05-23","","false","1997-04-28","2000-01-01","927209837",""
"924529644","AUREAS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","false","","","","","","","","","","c/o Vidar Brænden/nDamtjernvegen 210","ELVERUM","2413","ELVERUM","3420","Norge","NO","2020-02-03","","false","2020-01-07","","924411449",""
"917022747","NAPER KRAGERØ AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Edvard Munchs vei 16","KRAGERØ","3770","KRAGERØ","4014","Norge","NO","2016-04-19","","false","2015-11-01","","882703762",""
"996469549","KLINIKKEN VED HAVET AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.230","Tannhelsetjenester","","","","","","","true","8","klinikkenvedhavet.no","","","","","","","","Strandåkeren 21","HARSTAD","9414","HARSTAD","5503","Norge","NO","2011-01-25","","false","2011-01-12","","882703762",""
"928284352","BJØRG HORNE STATISTERI OG SMÅROLLER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.012","Utøvende kunstnere og underholdningsvirksomhet innen scenekunst","","","","","","","false","","","","","","","","","","Østenstadbråten 16","VOLLEN","1390","ASKER","3203","Norge","NO","2021-12-06","","false","2021-11-15","","882703762",""
"923727027","KILDEN SAMFUNNSBYGG AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","64.302","Alternative investeringsfond (AIF) som ikke er verdipapirfond","","","","","","","false","","","Postboks 1833 Vika","OSLO","0123","OSLO","0301","Norge","NO","Haakon VIIs gate 5","OSLO","0161","OSLO","0301","Norge","NO","2019-10-30","","false","2019-10-10","","923641394",""
"989857126","FØRDE BILBERGING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","52.219","Tjenester tilknyttet landtransport ellers","","","","","","","true","38","","Postboks 42","FØRDE","6801","SUNNFJORD","4647","Norge","NO","Brulandsvegen 310","FØRDE","6819","SUNNFJORD","4647","Norge","NO","2006-05-27","","false","2006-05-15","2013-06-15","899204182",""
"986978542","KVINNHERAD KOMMUNE BARN OG FAMILIE VILLATOPPEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","87.304","Avlastningsboliger/-institusjoner","","","","","","","true","25","","Rådhuset/nRosendalsvegen 10","ROSENDAL","5470","KVINNHERAD","4617","Norge","NO","Husnestunet","HUSNES","5460","KVINNHERAD","4617","Norge","NO","2004-06-17","","false","2004-04-01","","994202294",""
"930418374","FK NYGATA EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Postboks 504 Vestre Glemmen","FREDRIKSTAD","1612","FREDRIKSTAD","3107","Norge","NO","Storgata 5","FREDRIKSTAD","1607","FREDRIKSTAD","3107","Norge","NO","2022-12-13","","false","2021-01-01","","994202294",""
"971724463","MATKROKEN KVISVIK AVD 4435","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","5","","","","","","","","","v/Ica Matkroken","KVISVIK","6674","TINGVOLL","1560","Norge","NO","1995-02-23","","false","1965-12-31","2013-12-15","912828441",""
"823591322","BUNADSBELTEBUA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","14.190","Produksjon av klær og tilbehør ellers","","","","","","","true","","","","","","","","","","Tåtøyveien 89","KRAGERØ SKJÆRGÅRD","3783","KRAGERØ","4014","Norge","NO","2019-10-12","","false","2019-08-20","","912828441",""
"991637257","FYSIOTERAPEUT TOMM ALEXANDER ØSTLIE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.902","Fysioterapitjeneste","","","","","","","false","","www.porselensklinikken.no","","","","","","","","PORSELENSKLINIKKEN/nPorselensvegen 8","PORSGRUNN","3920","PORSGRUNN","4001","Norge","NO","2007-08-28","","false","2007-03-12","","991626905",""
"929895274","BØYMO CONSULTING","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","71.129","Annen teknisk konsulentvirksomhet","","","","","","","false","","","","","","","","","","Kringkollen 19C","OSLO","0690","OSLO","0301","Norge","NO","2022-09-23","","false","2022-05-01","","819801762",""
"919048867","ÅKRE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","11.030","Produksjon av sider og annen fruktvin","","","","","","","true","5","","","","","","","","","c/o Gjermund Åkre/nÅkre","NÅ","5776","ULLENSVANG","4618","Norge","NO","2017-05-27","","false","2017-05-10","","918976515",""
"922616485","BIOTRANSPORT SINDRE BRÅTHEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","49.410","Godstransport på vei","01.110","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster","","","","","false","","","","","","","","","","Skaugeveien 27","SARPSBORG","1708","SARPSBORG","3105","Norge","NO","2019-04-09","","false","2019-02-12","","822427332",""
"974993368","NORDEA BANK ABP, FILIAL I NORGE AVD LILLESTRØM","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","64.190","Bankvirksomhet ellers","","","","","","","true","","","Postboks 1166 Sentrum","OSLO","0107","OSLO","0301","Norge","NO","Tærudgata 16","LILLESTRØM","2004","LILLESTRØM","3205","Norge","NO","1997-05-12","","false","1975-01-01","2018-10-01","822427332",""
"925120561","LUCJAN HASIOR LUCO BYGG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.320","Snekkerarbeid","","","","","","","false","","","","","","","","","","Nerkilevegen 5","KAPP","2849","ØSTRE TOTEN","3442","Norge","NO","2020-05-27","","false","2020-05-20","","925028843",""
"931149784","NORSK SCANIA AS AVD OSLO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","45.200","Vedlikehold og reparasjon av motorvogner, unntatt motorsykler","","","","","","","true","76","","Postboks 83   Leirdal","OSLO","1008","OSLO","0301","Norge","NO","Gamle Leirdals vei 11","OSLO","1081","OSLO","0301","Norge","NO","1995-02-22","","false","1965-12-31","1999-07-01","931149717",""
"920985424","SAMEIET URDANAUSTET","AAFY","Underenhet til ikke-næringsdrivende","97.000","Lønnet arbeid i private husholdninger","","","","","","","false","","","","","","","","","","c/o Håkon Lie/nElvabakkvegen 11","KOLLTVEIT","5360","ØYGARDEN","4626","Norge","NO","2021-08-11","","false","2021-08-11","","920954278",""
"922151237","SOLICITU KAJALUND AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Munkedamsveien 35","OSLO","0250","OSLO","0301","Norge","NO","2019-02-02","","false","2018-12-05","","921967810",""
"919731591","TØNSVIK LYNGSHEST","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.430","Oppdrett av hester og andre dyr av hestefamilien","","","","","","","false","","","","","","","","","","Tønsvikvegen 891","KROKELVDALEN","9023","TROMSØ","5501","Norge","NO","2017-10-16","","false","2017-01-01","","921967810",""
"926164791","NIP NORWAY ADVISORY AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.320","Eiendomsforvaltning","","","","","","","false","","","Postboks 2047","OSLO","0251","OSLO","0301","Norge","NO","Ruseløkkveien 30","OSLO","0251","OSLO","0301","Norge","NO","2020-12-12","","false","2020-09-28","","921967810",""
"919614765","LIV ODDRUN LUND","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.410","Melkeproduksjon på storfe","01.451","Sauehold","01.471","Hold av verpehøner for konsumeggproduksjon","","","false","","","","","","","","","","Ringsvegen 386","MOELV","2390","RINGSAKER","3411","Norge","NO","1995-02-22","","false","","2007-07-01","911881357",""
"920864805","HEADLAND INSPECTION SERVICES LTD","AAFY","Underenhet til ikke-næringsdrivende","71.129","Annen teknisk konsulentvirksomhet","","","","","","","false","","","","","","","","","","Trinity House 31 Lynedoch Street","GLASGOW G3 6EF SCOTLAND","","","","Storbritannia","GB","2018-05-16","","false","","","820703332",""
"929586441","ERIK YOO HELSE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.211","Allmenn legetjeneste","","","","","","","false","","","","","","","","","","Leil. H0111/nMoflatvegen 7","SKIEN","3733","SKIEN","4003","Norge","NO","2022-08-02","","false","2022-09-01","","929564251",""
"922461902","BOLIGSAMEIET ENDREGÅRDEN 5","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","","","","","","","","Endregården 5","BERGEN","5019","BERGEN","4601","Norge","NO","2019-03-25","","false","","","920561837",""
"812290762","PARTUM HOLDING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","Postboks 239","HOKKSUND","3301","ØVRE EIKER","3314","Norge","NO","Tangengata 2B","HOKKSUND","3300","ØVRE EIKER","3314","Norge","NO","2013-08-10","","false","2013-07-01","","912283992",""
"978133312","NIKKO RAUSAND BREDESEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","77.390","Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Hoppoppvegen 162","EINA","2843","VESTRE TOTEN","3443","Norge","NO","1997-06-18","","false","1982-02-02","2021-09-13","927843641",""
"914227356","BBC EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Moland Park","ARENDAL","4846","ARENDAL","4203","Norge","NO","2014-09-30","","false","2014-09-30","","886618182",""
"972563293","BIRGER BRAATHEN DØDSBO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","33.120","Reparasjon av maskiner","","","","","","","false","","","","","","","","","","Kirkesvingen 1","TRANBY","3408","LIER","3312","Norge","NO","1995-02-22","","false","1982-10-01","","954750426",""
"974200910","BILSERVICE FROSTA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","45.200","Vedlikehold og reparasjon av motorvogner, unntatt motorsykler","","","","","","","true","8","","","","","","","","","Mebygda","FROSTA","7633","FROSTA","5036","Norge","NO","1995-02-23","","false","1991-01-01","2014-03-12","913433548",""
"992877804","JOHNSGÅRD AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","www.johnsgard.net","","","","","","","","Fjordvegen 45A","OTTESTAD","2312","STANGE","3413","Norge","NO","2008-07-09","","false","2008-06-30","2010-06-02","995628090",""
"928406547","JENNIFER ELIZABETH TORRENCE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","www.jennifertorrence.com","","","","","","","","Schweigaards gate 58B","OSLO","0656","OSLO","0301","Norge","NO","2021-12-21","","false","2020-01-01","","999248985",""
"923023348","SPEIDERHYTTA I SOLNØRDALEN SA","AAFY","Underenhet til ikke-næringsdrivende","68.320","Eiendomsforvaltning","","","","","","","false","","","","","","","","","","Ystenesgata 26","ÅLESUND","6007","ÅLESUND","1508","Norge","NO","2019-01-31","","false","2019-01-10","","922821461",""
"931281151","GO'HEKSENE - HELSE OG VELVÆRE DA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.291","Butikkhandel med helsekost","","","","","","","true","","","","","","","","","","Kaarbyveien 39","SUNDBYFOSS","3092","HOLMESTRAND","3903","Norge","NO","2004-11-10","","false","2004-11-01","","815342712",""
"981289668","TRE TRAPP AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","16.232","Produksjon av bygningsartikler","","","","","","","true","34","www.tretrapp.no","","","","","","","","Åsveien 6","SÆTRE","3475","ASKER","3203","Norge","NO","1995-02-22","","false","1981-11-04","","981255178",""
"999089747","HAIK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","74.101","Industridesign, produktdesign og annen teknisk designvirksomhet","","","","","","","false","","www.haikwithus.com","Bjerkealléen 27A","OSLO","0487","OSLO","0301","Norge","NO","Tyssøy","BJØRØYHAMN","5177","ØYGARDEN","4626","Norge","NO","2012-11-03","","false","2012-09-24","","998918782",""
"997679288","KJØRBEKKDALEN 13 AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Kjørbekkdalen 13B","SKIEN","3735","SKIEN","4003","Norge","NO","2011-12-03","","false","2011-12-01","","997671457",""
"929018508","TØMRER KIM INGELSRUDØYA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Stangnessætervegen 164","VESTMARKA","2233","EIDSKOG","3416","Norge","NO","2022-04-02","","false","2022-03-01","","928852113",""
"912793443","FORFATTERNE BAK AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.034","Selvstendig kunstnerisk virksomhet innen litteratur","","","","","","","true","8","forfatternebak.no","","","","","","","","Ullensakergata 11A","OSLO","0655","OSLO","0301","Norge","NO","2013-11-25","","false","2013-10-18","","912782298",""
"921148232","GNT AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Solveien 33C","OSLO","1177","OSLO","0301","Norge","NO","2018-07-11","","false","2018-06-23","","921107048",""
"926101870","SOGNDAL EIEMDOMSMEGLING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.310","Eiendomsmegling","","","","","","","true","6","","postboks 171","SOGNDAL","6856","SOGNDAL","4640","Norge","NO","Fjørevegen 10","SOGNDAL","6856","SOGNDAL","4640","Norge","NO","2020-12-05","","false","2021-01-01","","926060740",""
"932108585","NÅSVASSDRAGET FORVALTNINGSLAG SA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.700","Jakt, viltstell og tjenester tilknyttet jakt og viltstell","","","","","","","false","","","","","","","","","","c/o Audun Dyrhaug/nDyrhaugvegen 241","EIDE","6490","HUSTADVIKA","1579","Norge","NO","2023-09-21","","false","2023-08-15","","926060740",""
"991822852","BORGHEIM BO- OG SERVICESENTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","87.302","Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet","","","","","","","true","25","","c/o Færder kommune/nPostboks 250","NØTTERØY","3163","FÆRDER","3911","Norge","NO","Klokkerveien 4","NØTTERØY","3140","FÆRDER","3911","Norge","NO","2007-10-13","","false","2007-10-01","","926060740",""
"929681142","TIMOTEUSNETTVERKET","AAFY","Underenhet til ikke-næringsdrivende","94.910","Religiøse organisasjoner","","","","","","","false","","","","","","","","","","c/o Menigheten Kraftverket/nSlituveien 467","SLITU","1859","INDRE ØSTFOLD","3118","Norge","NO","2022-08-23","","false","2022-08-23","","926060740",""
"917818649","FRANK HÅLAND","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.190","Dyrking av ettårige vekster ellers","","","","","","","false","","","","","","","","","","Moisund","HORNNES","4737","EVJE OG HORNNES","4219","Norge","NO","1998-04-15","","false","1990-01-01","2020-02-28","917650284",""
"825589422","AKILLES PRINSDAL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","96.020","Frisering og annen skjønnhetspleie","","","","","","","true","17","","Stålfjæra 36","OSLO","0975","OSLO","0301","Norge","NO","Nedre Prinsdals vei 77","OSLO","1263","OSLO","0301","Norge","NO","2013-12-12","","false","2012-11-19","2017-10-01","924738189",""
